ebay_id,td_id,c4c_id,car_fuel,car_nb_shift,car_desc,car_trans,car_trim,car_version,car_plat,car_d_from,car_d_to,car_y_from,car_y_to,car_ranking,car_mark,car_name,car_doors,car_chassis,car_model_y_from,car_model_y_to,car_code,car_engine_desc,car_aspi,car_alim,car_name_cyl,car_valve,car_kw,car_cv,car_disp,car_cyl,car_nb_cyl,car_type,car_image,car_date_add,car_url,car_user,car_method,car_valid,car_comment
car_ebayID,car_tdID,42800,car_fuel,car_nbShift,car_desc,car_trans,car_trim,car_version,car_plat,car_YFrom,car_YTo,car_year,,ABC_ranking,model_mark,model_name,model_doors,model_chassis,model_YFrom,model_YTo,engine_code,engine_desc,engine_aspi,engine_alim,engine_nameCyl,engine_valve,engine_KW,engine_CV,engine_disp,,engine_nbCyl,engine_type,,,info_URL,info_user,info_method,info_valid,info_comment
228582462,11265,39347,,,,,,1.6e,KA0/1,01/03/1999,01/08/2003,1999,2003,,Renault,Megane I Grandtour,,,,,,,,,,,66 KW,90 PS,2.2L,1598.0,,,,,,Jerome,Ebay,True,
228583202,8699,39348,,,,,,1.8,"5/357, B/C57",01/01/1991,01/09/1998,1991,1998,,Renault,Clio I,,,,,,,,,,,70 KW,95 PS,,1794.0,,,,,,Jerome,Ebay,True,
228583242,15054,39349,,,,,,2.2 dCi,JE0,01/10/2000,01/10/2002,2000,2002,,Renault,Espace III,,,,,,,,,,,95 KW,130 PS,,2188.0,,,,,,Jerome,Ebay,True,
228584452,14184,39350,,,,,,1.4 16V,"BB, CB",01/10/1999,01/09/2004,1999,2004,,Renault,Clio II,,,,,,,,,,,70 KW,95 PS,,1390.0,,,,,,Jerome,Ebay,True,
228584692,15603,39351,,,,,,2.2 dCi 90,JD,01/09/2000,01/12/2023,2000,2023,,Renault,Master II Autobus/Autocar,,,,,,,,,,,66 KW,90 PS,,2188.0,,,,,,Jerome,Ebay,True,
228584932,8417,39352,,,,,,3.0 24V,K56,01/03/1997,01/03/2001,1997,2001,,Renault,Laguna I Grandtour,,,,,,,,,,,140 KW,190 PS,2.1L,2946.0,,,,,,Jerome,Ebay,C4C updated,C4C_40190
228585932,5051,39353,,,,,,1.8,L53,01/04/1992,01/12/1995,1992,1995,,Renault,19 II Chamade,,,,,,,,,,,66 KW,90 PS,,1794.0,,,,,,Jerome,Ebay,C4C updated,C4C_40273
228586182,27828,39354,,,,,,2.0,"T1, T2, T3, T4",01/07/1980,01/04/1985,1980,1985,,Renault,Trafic Camionnette,,,,,,,,,,,58 KW,79 PS,,1995.0,,,,,,Jerome,Ebay,True,
228586202,2092,39355,,,,,,2.1 Turbo D,K48,01/10/1986,01/11/1993,1986,1993,,Renault,21 Break,,,,,,,,,,,65 KW,88 PS,,2068.0,,,,,,Jerome,Ebay,True,
228586502,7693,39356,,,,,,1.3,117,01/07/1975,01/04/1980,1975,1980,,Renault,12 Variable,,,,,,,,,,,37 KW,50 PS,,1289.0,,,,,,Jerome,Ebay,True,
228586572,2064,39357,,,,,,1.8,"853, D53",01/04/1992,01/06/1996,1992,1996,,Renault,19 II Cabriolet,,,,,,,,,,,65 KW,88 PS,,1794.0,,,,,,Jerome,Ebay,True,
228586592,16832,39358,,,,,,1.6 16V,LB,01/07/2000,01/02/2009,2000,2009,,Renault,Thalia I,,,,,,,,,,,79 KW,107 PS,3.2L,1598.0,,,,,,Jerome,Ebay,True,
228586722,12531,39359,,,,,,2.0 12V,B29,01/06/1988,01/12/1993,1988,1993,,Renault,25,,,,,,,,,,,103 KW,140 PS,,1995.0,,,,,,Jerome,Ebay,C4C_updated,C4C_40353
228586862,7684,39360,,,,,,1.5,115,01/09/1965,01/10/1975,1965,1975,,Renault,R16,,,,,,,,,,,40 KW,55 PS,,1470.0,,,,,,Jerome,Ebay,True,
228586912,7559,39361,,,,,,2.2 4x4,L48,01/07/1990,01/02/1994,1990,1994,,Renault,21 A Trois Volumes,,,,,,,,,,,79 KW,107 PS,,2165.0,,,,,,Jerome,Ebay,True,
228586972,8413,39362,,,,,,2.0,EA0/1,01/04/1997,01/08/2003,1997,2003,,Renault,Megane I Cabriolet,,,,,,,,,,,84 KW,114 PS,9.1L,1998.0,,,,,,Jerome,Ebay,C4C updated,C4C_40177
228587002,2008,39363,,,,,,1.4 Automatik,L42,01/09/1981,01/12/1985,1981,1985,,Renault,9,,,,,,,,,,,50 KW,68 PS,1.5L,1397.0,,,,,,Jerome,Ebay,C4C updated,C4C_40441
228587012,11490,39364,,,,,,1.6 16V,EA0/1,01/03/1999,01/07/2003,1999,2003,,Renault,Megane I Cabriolet,,,,,,,,,,,79 KW,107 PS,9.1L,1598.0,,,,,,Jerome,Ebay,C4C updated,C4C_40135
228587602,12421,39365,,,,,,1.4,"5/357, B/C57",01/01/1991,01/09/1998,1991,1998,,Renault,Clio I,,,,,,,,,,,59 KW,80 PS,,1390.0,,,,,,Jerome,Ebay,True,
228587677,7730,39366,,,,,,1.7,L42,01/10/1986,01/12/1988,1986,1988,,Renault,9,,,,,,,,,,,65 KW,88 PS,,1721.0,,,,,,Jerome,Ebay,C4C updated,C4C_40379
228587737,2051,39367,,,,,,1.4,B/C53,01/04/1992,01/12/1995,1992,1995,,Renault,19 II,,,,,,,,,,,43 KW,58 PS,,1390.0,,,,,,Jerome,Ebay,True,
228587977,8607,39368,,,,,,0.8,118,01/10/1969,01/04/1980,1969,1980,,Renault,6,,,,,,,,,,,25 KW,34 PS,,845.0,,,,,,Jerome,Ebay,C4C_updated,C4C_41520
228588107,20585,39369,,,,,,1.6,KC0/1,01/09/1999,01/06/2001,1999,2001,,Renault,Kangoo,,,,,,,,,,,66 KW,90 PS,1.5L,1598.0,,,,,,Jerome,Ebay,True,
228588137,4804,39370,,,,,,3.0 V6,B54,01/12/1992,01/07/1996,1992,1996,,Renault,Safrane I,,,,,,,,,,,123 KW,167 PS,,2975.0,,,,,,Jerome,Ebay,C4C updated,C4C_40279
228588157,5655,39371,,,,,,1.6e,JA0/1,01/10/1996,01/10/1999,1996,1999,,Renault,Megane Scenic,,,,,,,,,,,66 KW,90 PS,2.0L,1598.0,,,,,,Jerome,Ebay,C4C updated,C4C_40148
228588217,12412,39372,,,,,,1.7,S48,01/06/1986,01/04/1995,1986,1995,,Renault,21 Camionnette/Break,,,,,,,,,,,65 KW,88 PS,,1721.0,,,,,,Jerome,Ebay,True,
228588287,2045,39373,,,,,,1.7,B/C53,01/09/1988,01/04/1992,1988,1992,,Renault,19 I,,,,,,,,,,,66 KW,90 PS,,1721.0,,,,,,Jerome,Ebay,C4C updated,C4C_40347
228588297,1986,39374,,,,,,1.4,122,01/01/1982,01/12/1985,1982,1985,,Renault,5,,,,,,,,,,,46 KW,63 PS,,1397.0,,,,,,Jerome,Ebay,C4C_updated,C4C_41585
228589432,2044,39375,,,,,,1.7,B/C53,01/09/1988,01/04/1992,1988,1992,,Renault,19 I,,,,,,,,,,,54 KW,73 PS,,1721.0,,,,,,Jerome,Ebay,C4C updated,C4C_40310
228589492,11487,39376,,,,,,1.4 16V,BA0/1,01/03/1999,01/08/2003,1999,2003,,Renault,Megane I,,,,,,,,,,,70 KW,95 PS,2.6L,1390.0,,,,,,Jerome,Ebay,C4C updated,C4C_40141
228589942,8601,39377,,,,,,1.0,112,01/06/1987,01/06/1993,1987,1993,,Renault,4,,,,,,,,,,,25 KW,34 PS,,956.0,,,,,,Jerome,Ebay,C4C_updated,C4C_40378
228590342,7567,39378,,,,,,2.0 4x4,B48,01/09/1990,01/10/1992,1990,1992,,Renault,21,,,,,,,,,,,99 KW,135 PS,,1995.0,,,,,,Jerome,Ebay,True,
228590522,1988,39379,,,,,,1.4 Alpine Turbo,122,01/10/1981,01/01/1985,1981,1985,,Renault,5,,,,,,,,,,,79 KW,108 PS,,1397.0,,,,,,Jerome,Ebay,C4C_updated,C4C_41589
228590672,27921,39380,,,,,,2.1 D,P6,01/05/1985,01/02/1989,1985,1989,,Renault,Trafic Camion Plate-Forme/Châssis,,,,,,,,,,,44 KW,60 PS,,2068.0,,,,,,Jerome,Ebay,True,
228591362,12221,39381,,,,,,1.6 Gordini,--,01/08/1970,01/12/1974,1970,1974,,Renault,12,,,,,,,,,,,83 KW,113 PS,,1565.0,,,,,,Jerome,Ebay,True,
228591652,11481,39382,,,,,,2.0i,LA0/1,01/03/1999,01/08/2003,1999,2003,,Renault,Megane I Classic,,,,,,,,,,,80 KW,109 PS,9.1L,1998.0,,,,,,Jerome,Ebay,True,
228591872,3768,39383,,,,,,1.8 RSi,"5/357, B/C57",01/08/1995,01/09/1998,1995,1998,,Renault,Clio I,,,,,,,,,,,79 KW,107 PS,,1794.0,,,,,,Jerome,Ebay,C4C Updated,C4C_40239
228592632,12536,39384,,,,,,1.6 D,S40,01/10/1984,01/12/1996,1984,1996,,Renault,Super 5 Camionnette - 3/5 Portes,,,,,,,,,,,40 KW,54 PS,3.2L,1595.0,,,,,,Jerome,Ebay,True,
228592692,7828,39385,,,,,,2.0,JE0,01/11/1996,01/10/2000,1996,2000,,Renault,Espace III,,,,,,,,,,,84 KW,114 PS,,1998.0,,,,,,Jerome,Ebay,True,
228592712,7884,39386,,,,,,1.9 TDi,BA0/1,01/09/1996,01/08/2003,1996,2003,,Renault,Megane I,,,,,,,,,,,69 KW,94 PS,9.1L,1870.0,,,,,,Jerome,Ebay,True,
228592882,4800,39387,,,,,,1.9 dT,L53,01/04/1992,01/12/1995,1992,1995,,Renault,19 II Chamade,,,,,,,,,,,66 KW,90 PS,,1870.0,,,,,,Jerome,Ebay,C4C updated,C4C_40269
228592972,1997,39388,,,,,,1.4,B/C40,01/06/1987,01/07/1989,1987,1989,,Renault,Super 5,,,,,,,,,,,49 KW,67 PS,,1397.0,,,,,,Jerome,Ebay,C4C updated,
228593262,27723,39389,,,,,,1.1,112,01/02/1978,01/03/1984,1978,1984,,Renault,4,,,,,,,,,,,33 KW,45 PS,,1108.0,,,,,,Jerome,Ebay,True,
228593932,12501,39390,,,,,,1.2,S57,01/01/1991,01/09/1998,1991,1998,,Renault,Clio I Camionnette,3,,,,,,,,,,44 KW,60 PS,,1171.0,,,,,,Jerome,Ebay,C4C updated,
228594262,2052,39391,,,,,,1.4,L53,01/07/1988,01/04/1992,1988,1992,,Renault,19 I Chamade,,,,,,,,,,,43 KW,58 PS,,1390.0,,,,,,Jerome,Ebay,C4C updated,C4C_40307
228594422,28639,39392,,,,,,1.8,"556, B56",01/06/1995,01/02/2001,1995,2001,,Renault,Laguna I,,,,,,,,,,,69 KW,94 PS,2.1L,1794.0,,,,,,Jerome,Ebay,True,
228594572,57896,39393,,,,,,1.7,TXX,01/03/1989,01/08/1994,1989,1994,,Renault,Trafic Camionnette,,,,,,,,,,,51 KW,69 PS,,1721.0,,,,,,Jerome,Ebay,True,
228594602,3767,39394,,,,,,1.8,"5/357, B/C57",01/08/1994,01/04/1996,1994,1996,,Renault,Clio I,,,,,,,,,,,66 KW,90 PS,,1794.0,,,,,,Jerome,Ebay,True,
228594712,7670,39395,,,,,,2.6 TS,127,01/07/1978,01/01/1984,1978,1984,,Renault,30,,,,,,,,,,,94 KW,128 PS,,2664.0,,,,,,Jerome,Ebay,True,
228594852,2097,39396,,,,,,2.7 V6 Injection,B29,01/04/1984,01/08/1989,1984,1989,,Renault,25,,,,,,,,,,,104 KW,141 PS,,2664.0,,,,,,Jerome,Ebay,C4C_updated,C4C_40396
228594942,7876,39397,,,,,,1.2,C06,01/05/1996,01/06/2007,1996,2007,,Renault,Twingo I,,,,,,,,,,,43 KW,58 PS,,1149.0,,,,,,Jerome,Ebay,True,
228595122,3772,39398,,,,,,1.4,"F40, G40",01/01/1994,01/03/1998,1994,1998,,Renault,Rapid Camionnette/Monospace,,,,,,,,,,,58 KW,79 PS,,1390.0,,,,,,Jerome,Ebay,True,
228596422,8600,39399,,,,,,0.8,112,01/01/1981,01/09/1982,1981,1982,,Renault,4,,,,,,,,,,,20 KW,27 PS,,782.0,,,,,,Jerome,Ebay,True,
228596482,55987,39400,,,,,,1.6 LPG,BA0/1,01/10/2000,01/08/2002,2000,2002,,Renault,Megane I,,,,,,,,,,,80 KW,109 PS,3.6L,1598.0,,,,,,Jerome,Ebay,True,
228596732,5585,39401,,,,,,2.2 dT,K56,01/03/1996,01/03/2001,1996,2001,,Renault,Laguna I Grandtour,,,,,,,,,,,83 KW,113 PS,2.1L,2188.0,,,,,,Jerome,Ebay,C4C updated,C4C_40211
228597892,2127,39402,,,,,,1.9 D,"5/357, B/C57",01/01/1991,01/09/1998,1991,1998,,Renault,Clio I,,,,,,,,,,,47 KW,64 PS,,1870.0,,,,,,Jerome,Ebay,True,
228598182,7956,39403,,,,,,2.1 D,TXX,01/06/1994,01/10/1997,1994,1997,,Renault,Trafic Camionnette,,,,,,,,,,,47 KW,64 PS,,2068.0,,,,,,Jerome,Ebay,True,
228598272,30046,39404,,,,,,1.9 D,BA0/1,01/04/1996,01/02/2001,1996,2001,,Renault,Megane I,,,,,,,,,,,69 KW,94 PS,2.1L,1870.0,,,,,,Jerome,Ebay,True,
228599262,1982,39405,,,,,,1.3,122,01/06/1979,01/09/1984,1979,1984,,Renault,5,,,,,,,,,,,33 KW,45 PS,,1289.0,,,,,,Jerome,Ebay,C4C_updated,C4C_41577
228603322,8244,39406,,,,,,2.1 Diesel,134,01/11/1981,01/07/1986,1981,1986,,Renault,18,,,,,,,,,,,53 KW,72 PS,,2068.0,,,,,,Jerome,Ebay,True,
228603402,1971,39407,,,,,,1.1,112,01/06/1978,01/06/1990,1978,1990,,Renault,4,,,,,,,,,,,25 KW,34 PS,,1108.0,,,,,,Jerome,Ebay,C4C_updated,C4C_40459
228603482,5248,39408,,,,,,2.0,K56,01/09/1995,01/03/2001,1995,2001,,Renault,Laguna I Grandtour,,,,,,,,,,,83 KW,113 PS,2.1L,1998.0,,,,,,Jerome,Ebay,True,
228603822,2078,39409,,,,,,2.1 Turbo D,L48,01/03/1986,01/06/1994,1986,1994,,Renault,21 A Trois Volumes,,,,,,,,,,,65 KW,88 PS,,2068.0,,,,,,Jerome,Ebay,True,
228606171,1980,39410,,,,,,1.1,122,01/09/1980,01/12/1985,1980,1985,,Renault,5,,,,,,,,,,,33 KW,45 PS,,1108.0,,,,,,Jerome,Ebay,C4C_updated,C4C_41567
228606851,2011,39411,,,,,,1.7,L42,01/10/1986,01/12/1988,1986,1988,,Renault,9,,,,,,,,,,,55 KW,75 PS,,1721.0,,,,,,Jerome,Ebay,C4C updated,C4C_40380
228607071,12523,39412,,,,,,1.9 D,B48,01/09/1989,01/01/1994,1989,1994,,Renault,21,,,,,,,,,,,47 KW,64 PS,,1870.0,,,,,,Jerome,Ebay,True,
228607291,57126,39413,,,,,,1.2 LPG,"BB, CB",01/09/1998,01/06/2009,1998,2009,,Renault,Clio II,,,,,,,,,,,43 KW,58 PS,,1149.0,,,,,,Jerome,Ebay,True,
228609091,11491,39414,,,,,,1.4 16V,"FA0, JA0/1",01/09/1999,01/08/2003,1999,2003,,Renault,Scénic I Monospace,,,,,,,,,,,70 KW,95 PS,3.2L,1390.0,,,,,,Jerome,Ebay,True,
228609851,7952,39415,,,,,,2.2,TXX,01/05/1989,01/06/1994,1989,1994,,Renault,Trafic Camionnette,,,,,,,,,,,70 KW,95 PS,,2165.0,,,,,,Jerome,Ebay,True,
228610831,12220,39416,,,,,,1.6 Turbo,135,01/09/1982,01/07/1986,1982,1986,,Renault,18 Variable,,,,,,,,,,,80 KW,109 PS,,1565.0,,,,,,Jerome,Ebay,True,
228611641,13415,39417,,,,,,28-35 2.0,T,01/10/1986,01/07/1998,1986,1998,,Renault,Master I Camionnette,,,,,,,,,,,58 KW,79 PS,,1995.0,,,,,,Jerome,Ebay,True,
228612321,3763,39418,,,,,,2.2 D,"556, B56",01/11/1993,01/03/2001,1993,2001,,Renault,Laguna I,,,,,,,,,,,61 KW,83 PS,2.1L,2188.0,,,,,,Jerome,Ebay,C4C updated,C4C_40250
228613531,9237,39419,,,,,,2.2 4x4,TXW,01/05/1989,01/06/1994,1989,1994,,Renault,Trafic Autobus/Autocar,,,,,,,,,,,70 KW,95 PS,3.2L,2165.0,,,,,,Jerome,Ebay,True,
228616790,7877,39420,,,,,,2.0,J11,01/01/1988,01/12/1990,1988,1990,,Renault,Espace I,,,,,,,,,,,74 KW,101 PS,,1995.0,,,,,,Jerome,Ebay,True,
228622840,3771,39421,,,,,,1.9 D,"F40, G40",01/09/1994,01/03/1998,1994,1998,,Renault,Rapid Camionnette/Monospace,,,,,,,,,,,40 KW,54 PS,,1870.0,,,,,,Jerome,Ebay,True,
228622880,2036,39422,,,,,,1.6,134,01/04/1978,01/09/1982,1978,1982,,Renault,18,,,,,,,,,,,58 KW,79 PS,,1647.0,,,,,,Jerome,Ebay,C4C updated,C4C_40455
228622990,27705,39423,,,,,,2.1 D 4x4,"T5, T6, T7",01/05/1985,01/02/1989,1985,1989,,Renault,Trafic Autobus/Autocar,,,,,,,,,,,43 KW,58 PS,3.2L,2068.0,,,,,,Jerome,Ebay,True,
228623200,11489,39424,,,,,,1.6 16V,LA0/1,01/03/1999,01/07/2003,1999,2003,,Renault,Megane I Classic,,,,,,,,,,,79 KW,107 PS,9.1L,1598.0,,,,,,Jerome,Ebay,C4C updated,C4C_40130
228623670,8415,39425,,,,,,1.9 dTi,JA0/1,01/04/1997,01/09/1999,1997,1999,,Renault,Megane Scenic,,,,,,,,,,,72 KW,98 PS,3.6L,1870.0,,,,,,Jerome,Ebay,C4C updated,C4C_40201
228624720,2106,39426,,,,,,2.0,J11,01/07/1984,01/12/1990,1984,1990,,Renault,Espace I,,,,,,,,,,,80 KW,109 PS,,1995.0,,,,,,Jerome,Ebay,True,
228624750,30047,39427,,,,,,1.9 dCi,BA0/1,01/03/1999,01/08/2003,1999,2003,,Renault,Megane I,,,,,,,,,,,77 KW,105 PS,2.1L,1870.0,,,,,,Jerome,Ebay,True,
228624825,13922,39428,,,,,,28-35 2.5 D,T,01/08/1989,01/07/1998,1989,1998,,Renault,Master I Autobus/Autocar,,,,,,,,,,,55 KW,75 PS,2.1L,2499.0,,,,,,Jerome,Ebay,True,
228624960,27913,39429,,,,,,2.2 4x4,PXX,01/09/1994,01/04/1998,1994,1998,,Renault,Trafic Camion Plate-Forme/Châssis,,,,,,,,,,,74 KW,101 PS,3.2L,2165.0,,,,,,Jerome,Ebay,True,
228625010,14577,39430,,,,,,1.9 dTi,"BB, CB",01/12/1999,01/05/2005,1999,2005,,Renault,Clio II,,,,,,,,,,,59 KW,80 PS,,1870.0,,,,,,Jerome,Ebay,True,
228625050,10318,39431,,,,,,1.9 D,"5/357, B/C57",01/05/1996,01/02/1998,1996,1998,,Renault,Clio I,,,,,,,,,,,48 KW,65 PS,,1870.0,,,,,,Jerome,Ebay,True,
228625110,8245,39432,,,,,,2.0,L48,01/03/1986,01/12/1993,1986,1993,,Renault,21 A Trois Volumes,,,,,,,,,,,88 KW,120 PS,,1995.0,,,,,,Jerome,Ebay,True,
228627740,2094,39433,,,,,,2.0,B29,01/04/1984,01/12/1992,1984,1992,,Renault,25,,,,,,,,,,,74 KW,101 PS,,1995.0,,,,,,Jerome,Ebay,C4C_updated,C4C_40402
228628050,17667,39434,,,,,,1.6,136,01/04/1983,01/10/1985,1983,1985,,Renault,Fuego,,,,,,,,,,,52 KW,71 PS,,1647.0,,,,,,Jerome,Ebay,True,
228628150,12219,39435,,,,,,1.6 Turbo Inj.,134,01/09/1982,01/07/1986,1982,1986,,Renault,18,,,,,,,,,,,82 KW,112 PS,,1647.0,,,,,,Jerome,Ebay,True,
228628180,2046,39436,,,,,,1.9 D,B/C53,01/09/1988,01/04/1992,1988,1992,,Renault,19 I,,,,,,,,,,,47 KW,64 PS,,1870.0,,,,,,Jerome,Ebay,C4C updated,C4C_40346
228628775,2032,39437,,,,,,1.4,134,01/04/1978,01/07/1986,1978,1986,,Renault,18,,,,,,,,,,,47 KW,64 PS,,1397.0,,,,,,Jerome,Ebay,C4C updated,C4C_40456
228628815,12416,39438,,,,,,0.8,"R21, R23",01/09/1971,01/08/1982,1971,1982,,Renault,4 Camionnette/Monospace,,,,,,,,,,,19 KW,26 PS,,782.0,,,,,,Jerome,Ebay,True,
228629090,12425,39439,,,,,,1.1,S57,01/01/1991,01/09/1998,1991,1998,,Renault,Clio I Camionnette,3,,,,,,,,,,34 KW,46 PS,,1108.0,,,,,,Jerome,Ebay,C4C updated,
228629140,1990,39440,,,,,,1.1,B/C40,01/01/1986,01/03/1995,1986,1995,,Renault,Super 5,,,,,,,,,,,33 KW,45 PS,,1108.0,,,,,,Jerome,Ebay,C4C updated,
228629200,12579,39441,,,,,,1.0,"R21, R23",01/06/1987,01/12/1993,1987,1993,,Renault,4 Camionnette/Monospace,,,,,,,,,,,25 KW,34 PS,,956.0,,,,,,Jerome,Ebay,True,
228629595,7626,39442,,,,,,1.4,B/C53,01/01/1989,01/05/1993,1989,1993,,Renault,19 I,,,,,,,,,,,43 KW,58 PS,,1397.0,,,,,,Jerome,Ebay,True,
228629655,55881,39443,,,,,,1.4,"5/357, B/C57",01/05/1990,01/02/1998,1990,1998,,Renault,Clio I,,,,,,,,,,,57 KW,78 PS,,1390.0,,,,,,Jerome,Ebay,True,
228629665,9232,39444,,,,,,2.0 4x4,"T1, T2, T3, T4",01/06/1986,01/04/1989,1986,1989,,Renault,Trafic Camionnette,,,,,,,,,,,59 KW,80 PS,,1995.0,,,,,,Jerome,Ebay,True,
228629960,27232,39445,,,,,,1.7,B48,01/07/1989,01/05/1993,1989,1993,,Renault,21,,,,,,,,,,,65 KW,88 PS,,1721.0,,,,,,Jerome,Ebay,True,
228630065,11483,39446,,,,,,2.0i,DA0/1,01/03/1999,01/08/2003,1999,2003,,Renault,Megane I Coach,,,,,,,,,,,80 KW,109 PS,0.95L,1998.0,,,,,,Jerome,Ebay,C4C updated,C4C_40184
228630125,13744,39447,,,,,,2.0 16V,"FA0, JA0/1",01/09/1999,01/08/2003,1999,2003,,Renault,Scénic I Monospace,,,,,,,,,,,103 KW,140 PS,4.1L,1998.0,,,,,,Jerome,Ebay,True,
228630165,7526,39448,,,,,,2.0 Turbo 4x4,L48,01/02/1990,01/10/1992,1990,1992,,Renault,21 A Trois Volumes,,,,,,,,,,,119 KW,162 PS,,1995.0,,,,,,Jerome,Ebay,True,
228630255,5642,39449,,,,,,3.0 V6 4x4,B54,01/12/1992,01/07/1996,1992,1996,,Renault,Safrane I,,,,,,,,,,,123 KW,167 PS,,2975.0,,,,,,Jerome,Ebay,C4C updated,C4C_40278
228630465,11480,39450,,,,,,1.6 16V,KA0/1,01/03/1999,01/08/2003,1999,2003,,Renault,Megane I Grandtour,,,,,,,,,,,79 KW,107 PS,2.2L,1598.0,,,,,,Jerome,Ebay,C4C updated,C4C_40124
228630630,2028,39451,,,,,,1.2,121,01/05/1976,01/01/1980,1976,1980,,Renault,14,,,,,,,,,,,42 KW,57 PS,,1218.0,,,,,,Jerome,Ebay,C4C updated,C4C_41456
228630810,27722,39452,,,,,,0.7,112,01/04/1962,01/04/1971,1962,1971,,Renault,4,,,,,,,,,,,15 KW,20 PS,,746.0,,,,,,Jerome,Ebay,True,
228630815,2116,39453,,,,,,1.4 Cat,"F40, G40",01/08/1988,01/03/1998,1988,1998,,Renault,Rapid Camionnette/Monospace,,,,,,,,,,,43 KW,58 PS,,1390.0,,,,,,Jerome,Ebay,True,
228630895,30431,39454,,,,,,Electric,"5/357, B/C57",01/05/1996,01/02/1998,1996,1998,,Renault,Clio I,,,,,,,,,,,21 KW,30 PS,,,,,,,,Jerome,Ebay,True,
228630950,11250,39455,,,,,,1.9 D,TXX,01/06/1997,01/03/2001,1997,2001,,Renault,Trafic Camionnette,,,,,,,,,,,44 KW,60 PS,,1870.0,,,,,,Jerome,Ebay,True,
228630980,11823,39456,,,,,,1.9 D,K48,01/03/1986,01/08/1994,1986,1994,,Renault,21 Break,,,,,,,,,,,47 KW,64 PS,,1870.0,,,,,,Jerome,Ebay,True,
228631015,9040,39457,,,,,,1.2,"BB, CB",01/09/1998,01/02/2010,1998,2010,,Renault,Clio II,,,,,,,,,,,43 KW,58 PS,,1149.0,,,,,,Jerome,Ebay,True,
228631330,14908,39458,,,,,,1.2,"5/357, B/C57",01/01/1996,01/12/1996,1996,1996,,Renault,Clio I,,,,,,,,,,,40 KW,54 PS,,1239.0,,,,,,Jerome,Ebay,True,
228631485,2082,39459,,,,,,1.7,B48,01/09/1989,01/06/1994,1989,1994,,Renault,21,,,,,,,,,,,66 KW,90 PS,,1721.0,,,,,,Jerome,Ebay,True,
228631645,3773,39460,,,,,,2.0,J/S63,01/01/1991,01/10/1996,1991,1996,,Renault,Espace II,,,,,,,,,,,76 KW,103 PS,,1995.0,,,,,,Jerome,Ebay,True,
228631775,10266,39461,,,,,,1.8 16V,K56,01/04/1998,01/03/2001,1998,2001,,Renault,Laguna I Grandtour,,,,,,,,,,,88 KW,120 PS,2.1L,1783.0,,,,,,Jerome,Ebay,C4C updated,C4C_40175
228631845,2029,39462,,,,,,1.2,121,01/01/1980,01/12/1983,1980,1983,,Renault,14,,,,,,,,,,,43 KW,58 PS,,1218.0,,,,,,Jerome,Ebay,C4C updated,C4C_41453
228631975,7681,39463,,,,,,1.6 TS,115,01/09/1968,01/08/1980,1968,1980,,Renault,R16,,,,,,,,,,,61 KW,83 PS,,1565.0,,,,,,Jerome,Ebay,True,
228632015,2014,39464,,,,,,1.1,B/C37,01/03/1983,01/06/1986,1983,1986,,Renault,11,,,,,,,,,,,35 KW,48 PS,,1108.0,,,,,,Jerome,Ebay,C4C updated,C4C_40434
228632455,7946,39465,,,,,,1.7,"T5, T6, T7",01/06/1986,01/04/1989,1986,1989,,Renault,Trafic Autobus/Autocar,,,,,,,,,,,50 KW,68 PS,3.2L,1721.0,,,,,,Jerome,Ebay,True,
228632760,12562,39466,,,,,,2.0 4x4,135,01/05/1983,01/12/1986,1983,1986,,Renault,18 Variable,,,,,,,,,,,76 KW,104 PS,,1995.0,,,,,,Jerome,Ebay,C4C updated,C4C_40410
228632770,12525,39467,,,,,,2.0,L48,01/03/1986,01/10/1993,1986,1993,,Renault,21 A Trois Volumes,,,,,,,,,,,75 KW,102 PS,,1995.0,,,,,,Jerome,Ebay,True,
228632830,1994,39468,,,,,,1.4,B/C40,01/10/1984,01/07/1989,1984,1989,,Renault,Super 5,,,,,,,,,,,52 KW,71 PS,,1397.0,,,,,,Jerome,Ebay,C4C updated,C4C_40406
228633244,2130,39469,,,,,,1.8 16V,"5/357, B/C57",01/01/1991,01/03/1996,1991,1996,,Renault,Clio I,,,,,,,,,,,99 KW,135 PS,,1764.0,,,,,,Jerome,Ebay,True,
228633635,2013,39470,,,,,,1.6 D,L42,01/10/1982,01/12/1988,1982,1988,,Renault,9,,,,,,,,,,,40 KW,55 PS,,1595.0,,,,,,Jerome,Ebay,C4C updated,C4C_40423
228633640,12323,39471,,,,,,1.4,S37,01/03/1983,01/09/1986,1983,1986,,Renault,11 Camionnette - 3/5 Portes,,,,,,,,,,,44 KW,60 PS,,1397.0,,,,,,Jerome,Ebay,True,
228633779,2088,39472,,,,,,1.7,K48,01/06/1986,01/12/1989,1986,1989,,Renault,21 Break,,,,,,,,,,,69 KW,94 PS,,1721.0,,,,,,Jerome,Ebay,True,
228633970,2067,39473,,,,,,2.0,127,01/10/1977,01/10/1980,1977,1980,,Renault,20,,,,,,,,,,,80 KW,109 PS,,1995.0,,,,,,Jerome,Ebay,True,
228634080,5245,39474,,,,,,2.0 16V,K56,01/09/1995,01/03/2001,1995,2001,,Renault,Laguna I Grandtour,,,,,,,,,,,102 KW,139 PS,2.1L,1948.0,,,,,,Jerome,Ebay,C4C updated,C4C_40241
